Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Joao Assis,Felipe Bueno,L,Pts: 7x2,World Champ.,100KG,R2,2012
Joao Assis,Alexandre Ribeiro,L,Referee Decision,NoGi Worlds,100KG,F,2012
Joao Assis,Antonio Peinado,L,North south choke,NoGi Worlds,ABS,4F,2012
Joao Assis,Joao Rocha,L,Points,World Champ.,ABS,RDS,2013
Joao Assis,Luiz Panza,L,Botinha,World Champ.,100KG,4F,2013
Joao Assis,Yuri Simoes,L,Referee Decision,FIVE SL,ABS,SF,2015
Joao Assis,Felipe Pena,L,Pts: 9x0,ADCC,99KG,SF,2015
Joao Assis,Jackson Sousa,L,Referee Decision,ADCC,99KG,4F,2017
Joao Assis,Lucas Barbosa,L,North south choke,ACB JJ 9,95KG,4F,2017
Joao Assis,Lucas Barbosa,L,North south choke,NoGi Worlds,97KG,F,2017
Joao Assis,Richie Martinez,D,---,Quintet II,ABS,N/A,2018
Joao Assis,Kevin Cassey,L,Referee Decision,W.S.O.G.,O81KG,8F,2018
Joao Assis,Daniel Simmler,W,Points,Pan American,94KG,4F,2010
Joao Assis,Bruce Hoyer,W,RNC,GQ UFC Expo,ABS,R1,2010
Joao Assis,Mario Barbosa,W,RNC,GQ UFC Expo,ABS,4F,2010
Joao Assis,Bill Cooper,W,Pts: 6x0,GQ UFC Expo,ABS,SF,2010
Joao Assis,Jeff Monson,W,RNC,GQ UFC Expo,ABS,F,2010
Joao Assis,Wilson Reis,W,Pts: 8x0,GQ WBG,ABS,R1,2010
Joao Assis,Nader Magrihiy,W,Kneebar,GQ WBG,ABS,4F,2010
Joao Assis,Nolan Dutcher,W,Toe hold,GQ WBG,ABS,SF,2010
Joao Assis,Alexandre Ribeiro,W,Points,GQ WBG,ABS,F,2010
Joao Assis,Bill Cooper,W,Pts: 2x2,GQ Las Vegas,ABS,NA,2010
Joao Assis,Ronilson Nunes,W,Choke,World Champ.,100KG,RDS,2011
Joao Assis,Ricardo Henrique,W,DQ,World Champ.,100KG,4F,2011
Joao Assis,M. Perez,W,RNC,G. Quest WC,ABS,4F,2011
Joao Assis,Pat Begin,W,Pts: 23x0,G. Quest WC,ABS,SF,2011
Joao Assis,Rustam Chsiev,W,Adv,G. Quest WC,ABS,F,2011
Joao Assis,James Poupolo,W,Heel hook,ADCC,99KG,R1,2011
Joao Assis,Braga Neto,W,Footlock,ADCC,99KG,4F,2011
Joao Assis,Alexandre Ribeiro,W,RNC,ADCC,99KG,SF,2011
Joao Assis,Luis Pedro,W,RNC,No Gi Worlds,ABS,R2,2011
Joao Assis,Clark Gracie,W,Pts: 10x0,No Gi Worlds,ABS,4F,2011
Joao Assis,Antonio Peinado,W,Pts: 2x0,No Gi Worlds,ABS,SF,2011
Joao Assis,James Puopolo,W,Toe Hold,Pan American,O100KG,4F,2012
Joao Assis,Bernardo Faria,W,Pts: 3x0,NoGi Worlds,100KG,SF,2012
Joao Assis,Gustavo Dias,W,Pts: 12x0,NoGi Worlds,ABS,8F,2012
Joao Assis,Pedro Bessa,W,Pts: 2x0,World Champ.,ABS,RDS,2013
Joao Assis,Tio Chico,W,Choke from back,World Champ.,ABS,RDS,2013
Joao Assis,Liu Wen Bo,W,Pts: 9x0,ADCC,99KG,R1,2013
Joao Assis,Tomasz Narkun,W,Pts: 3x0,ADCC,99KG,4F,2013
Joao Assis,Leo Nogueira,W,Heel Hook,ADCC,99KG,SF,2013
Joao Assis,Dean Lister,W,Pts: 5x0,ADCC,99KG,F,2013
Joao Assis,Eliot Kelly,W,Pts: 2x0,NoGi Worlds,100KG,4F,2014
Joao Assis,Roger Ambrosi,W,Pts: 8x0,NoGi Worlds,100KG,SF,2014
Joao Assis,Andrew Miller,W,Kneebar,FIVE NAIC,ABS,RR,2014
Joao Assis,Marcel Goncalves,W,Points,FIVE NAIC,ABS,RR,2014
Joao Assis,Valdir Araujo,W,Points,FIVE NAIC,ABS,RR,2014
Joao Assis,Tom DeBlass,D,---,Sub Series Pro,ABS,SPF,2015
Joao Assis,Tom DeBlass,D,---,Sub Series Pro,ABS,SPF,2015
Joao Assis,Abraham Marte,W,Heel hook,FIVE SL,ABS,4F,2015
Joao Assis,Lucas Rocha,W,Pts: 4x2,FIVE SL,ABS,3RD,2015
Joao Assis,Tomasz Narkun,W,Pts: 3x0,ADCC,99KG,R1,2015
Joao Assis,Kamil Uminski,W,Injury,ADCC,99KG,4F,2015
Joao Assis,Evandro Nunes,W,Pts: 6x2,NoGi Worlds,97KG,4F,2015
Joao Assis,James Puopolo,W,Ankle lock,NoGi Worlds,97KG,SF,2015
Joao Assis,Roberto Alencar,W,Pts: 4x0,NoGi Worlds,97KG,F,2015
Joao Assis,JJ Pugsley,W,RNC,F2W 1,100KG,SPF,2015
Joao Assis,Ray Kong,W,Triangle armbar,FTW Pro 5,ABS,SPF,2016
Joao Assis,M. Perez,W,Referee Decision,F2W 24,ABS,SPF,2017
Joao Assis,Tom deBlass,W,Referee Decision,F2W 43,N/A,SPF,2017
Joao Assis,Jeff Monson,W,Inside heel hook,ADCC,99KG,E1,2017
Joao Assis,Matt Jubera,W,Pts: 9x0,NoGi Worlds,97KG,4F,2017
Joao Assis,Tex Johnson,W,Pts: 2x0,NoGi Worlds,97KG,SF,2017
Joao Assis,Braga Neto,W,Referee Decision,F2W 61,100KG,SPF,2018
Joao Assis,Eliot Marshall,W,Referee Decision,F2W 64,100KG,SPF,2018
João Cizeski,Yago Souza,L,Choke from back,Houston Open,88KG,F,2021
João Cizeski,Johnatha Alves,L,Choke from back,Houston Open,ABS,SF,2021
João Cizeski,Valdir Araujo,L,Referee Decision,NoGi Pan Am.,85KG,R1,2021
João Cizeski,Murilo Santana,L,Triangle,Atlanta SMOP,88KG,SF,2021
João Cizeski,Alexandre Jesus,L,Pts: 0x0,Atlanta SMNG,85KG,F,2021
João Cizeski,Alexandre Jesus,L,Pts: 6x0,Atlanta SMNG,ABS,4F,2021
João Cizeski,Jeferson Guaresi,L,Pts: 7x0,NoGi Worlds,85KG,8F,2021
João Cizeski,Rodrigo Tatu,L,Pts: 8x8,Dallas Open,88KG,4F,2022
João Cizeski,Yan Lucas,L,Points,Dallas Open,ABS,4F,2022
João Cizeski,Yan Lucas,L,Referee Decision,LA Open,88KG,4F,2022
João Cizeski,Bruno Tosto,L,Points,Nashville Open,88KG,F,2022
João Cizeski,Alexander Trans,L,Armbar,Nashville Open,ABS,F,2022
João Cizeski,Guthierry Barbosa,L,Choke from back,SD Open,88KG,F,2022
João Cizeski,Jansen Gomes,L,RNC,World Champ.,88KG,R1,2022
João Cizeski,Francisco Lo,L,Calf slicer,Houston FO,88KG,4F,2022
João Cizeski,Ronaldo Junior,L,Ezekiel,Memphis Open,88KG,SF,2023
João Cizeski,Rafael Silva,L,Pts: 3x0,Memphis Open,ABS,SF,2023
João Cizeski,Ronaldo Junior,L,Choke from back,LA Open,88KG,F,2023
João Cizeski,Angelo Claiborne,L,Pts: 0x0,Pan American,88KG,R1,2023
João Cizeski,Jonathan Watson,W,Pts: 4x2,Houston Open,88KG,SF,2021
João Cizeski,Charles McGuire,W,Pena choke,Houston Open,ABS,R1,2021
João Cizeski,Gabriel Castro,W,Referee Decision,F2W 180,N/A,SPF,2021
João Cizeski,Michael Wilkins,W,Inside heel hook,Atlanta SMNG,85KG,SF,2021
João Cizeski,Raphael Quinn,W,Footlock,NoGi Worlds,85KG,R1,2021
João Cizeski,Matheus Luna,W,Points,Nashville Open,88KG,SF,2022
João Cizeski,Clay Mayfield,W,Points,Nashville Open,ABS,4F,2022
João Cizeski,Marlon Ferreira,W,Points,Nashville Open,ABS,SF,2022
João Cizeski,Rafael Anjos,W,Referee Decision,SD Open,88KG,SF,2022
João Cizeski,Gabriel Kaspary,W,Pts: 0x0,Memphis Open,ABS,4F,2023
João Cizeski,Elder Cruz,W,Referee Decision,LA Open,88KG,SF,2023
João Costa,Renan Cruz,L,Triangle,Grand Slam MIA,94KG,F,2021
João Costa,Jackson Douglas,L,Straight ankle lock,Atlanta SMNG,O97KG,F,2021
João Costa,Adam Wardzinski,L,Referee Decision,NoGi Worlds,91KG,4F,2021
João Costa,JT Torres,L,Kneebar,Denver NGO,ABS,SF,2022
João Costa,Craig Jones,L,Violin armlock,ADCC,99KG,R1,2022
João Costa,Francisco Cuneo,L,Points,NHaven FNGO,97KG,F,2022
João Costa,Diego Ramalho,W,Pts: 0x0,Chicago NGO,97KG,F,2021
João Costa,Jorge Barba,W,DQ,Orlando Open,100KG,F,2021
João Costa,William Shannon,W,Heel hook,Orlando NGO,97KG,F,2021
João Costa,Charles McGuire,W,Kneebar,NoGi Worlds,91KG,8F,2021
João Costa,Patrick Quadros,W,Pts: 2x0,ADCC BR1 Trials,99KG,R1,2022
João Costa,Jorge Escudero,W,Referee Decision,ADCC BR1 Trials,99KG,R2,2022
João Costa,Luccas Lira,W,Referee Decision,ADCC BR1 Trials,99KG,4F,2022
João Costa,Salomao Ribeiro,W,Pts: 2x0,ADCC BR1 Trials,99KG,SF,2022
João Costa,Henrique Cardoso,W,Referee Decision,ADCC BR1 Trials,99KG,F,2022
João Costa,Thomas Bracher,W,Pts: 2x2,Charleston NGO,97KG,F,2022
João Costa,Clay Mayfield,W,Pts: 0x0,Atlanta SPNGO,ABS,RR,2022
João Costa,Chris Diaz,W,Pts: 9x0,Denver NGO,ABS,4F,2022
João Costa,Nikoll Domgjoni,W,N/A,Denver NGO,ABS,F,2022
João Costa,Carmichael Leiva,W,Referee Decision,Combat SC,ABS,SPF,2023
"João Mendes ""Bisnaga""",Hiago George,L,Points,Rio BJJ Pro,70KG,SF,2018
"João Mendes ""Bisnaga""",Isaque Paiva,L,Armbar,Grand Slam RJ,69KG,F,2018
"João Mendes ""Bisnaga""",Isaac Doederlein,L,Pts: 2x2,European Open,70KG,SF,2019
"João Mendes ""Bisnaga""",Isaac Doederlein,L,Armlock,Pan American,70KG,4F,2019
"João Mendes ""Bisnaga""",Kennedy Maciel,L,Pts: 2x0,San Diego Open,70KG,SF,2019
"João Mendes ""Bisnaga""",Matheus Gabriel,L,Pts: 6x4,World Champ.,70KG,R2,2019
"João Mendes ""Bisnaga""",Kennedy Maciel,L,Points,American Nats,70KG,SF,2019
"João Mendes ""Bisnaga""",Israel Sousa,L,Referee Decision,Las Vegas Open,70KG,SF,2019
"João Mendes ""Bisnaga""",Eric Phan,L,Armbar,Grand Slam LA,69KG,R1,2019
"João Mendes ""Bisnaga""",Connor Donaldson,L,Armlock,Long Beach Open,76KG,4F,2019
"João Mendes ""Bisnaga""",Lucas Valente,L,Choke from back,SJJIF Worlds,76KG,F,2019
"João Mendes ""Bisnaga""",Kennedy Maciel,L,Pts: 2x1,Grand Slam MIA,69KG,4F,2020
"João Mendes ""Bisnaga""",Richar Nogueira,L,Pts: 0x0,Pan American,70KG,4F,2020
"João Mendes ""Bisnaga""",Davi Oliveira,L,RNC,Grand Slam RJ,69KG,8F,2020
"João Mendes ""Bisnaga""",Kieran Kichuk,L,Inside heel hook,NoGi Pan Am.,73KG,4F,2021
"João Mendes ""Bisnaga""",Richar Nogueira,L,Pts: 4x4,American Nats,70KG,F,2021
"João Mendes ""Bisnaga""",Fabricio Andrey,L,Choke from back,Pan American,70KG,8F,2021
"João Mendes ""Bisnaga""",Yuta Shimada,L,Pts: 0x0,World Champ.,64KG,8F,2021
"João Mendes ""Bisnaga""",Matheus Galvao,L,Points,Austin WO,76KG,F,2022
"João Mendes ""Bisnaga""",Thiago Macedo,L,Pts: 2x0,Pan American,70KG,R2,2022
"João Mendes ""Bisnaga""",Pablo Lavaselli,L,Pts: 2x0,LA Open,76KG,F,2023
"João Mendes ""Bisnaga""",Marcio Andre,L,Pts: 4x2,Pan American,70KG,8F,2023
"João Mendes ""Bisnaga""",Carlos Alberto,W,Pts: 40x0,Floripa W. Open,76KG,4F,2018
"João Mendes ""Bisnaga""",Rafael Mansur,W,Adv,Floripa W. Open,76KG,SF,2018
"João Mendes ""Bisnaga""",Luciano Bernert,W,Triangle,Floripa W. Open,76KG,F,2018
"João Mendes ""Bisnaga""",Higor Paterra,W,Submission,Curitiba SPO,70KG,4F,2018
"João Mendes ""Bisnaga""",Andrey Adam,W,Triangle,Curitiba SPO,70KG,SF,2018
"João Mendes ""Bisnaga""",Gabriel Marangoni,W,Adv,Curitiba SPO,70KG,F,2018
"João Mendes ""Bisnaga""",Tiago Barros,W,Points,Rio BJJ Pro,70KG,4F,2018
"João Mendes ""Bisnaga""",Gabriel Vilella,W,Pts: 0x0,Grand Slam RJ,69KG,R1,2018
"João Mendes ""Bisnaga""",Victor Moraes,W,Pts: 4x4,Grand Slam RJ,69KG,4F,2018
"João Mendes ""Bisnaga""",Rafael Mansur,W,Referee Decision,Grand Slam RJ,69KG,SF,2018
"João Mendes ""Bisnaga""",Gabriel Marangoni,W,Pts: 4x4,European Open,70KG,4F,2019
"João Mendes ""Bisnaga""",Jacob Sandoval,W,N/A,OC Open,70KG,SF,2019
"João Mendes ""Bisnaga""",Spencer Nogawa,W,Pts: 22x0,OC Open,70KG,F,2019
"João Mendes ""Bisnaga""",Hiroaki Otsuka,W,Pts: 8x0,Pan American,70KG,8F,2019
"João Mendes ""Bisnaga""",Jose Leon,W,Pts: 45x0,San Jose Open,70KG,SF,2019
"João Mendes ""Bisnaga""",Cole Franson,W,Pts: 4x4,San Jose Open,70KG,F,2019
"João Mendes ""Bisnaga""",Geoff Villareal,W,Armbar,San Diego Open,70KG,4F,2019
"João Mendes ""Bisnaga""",Hiroaki Otsuka,W,Pts: 13x0,World Champ.,70KG,R1,2019
"João Mendes ""Bisnaga""",G. Villareal,W,Cross choke,American Nats,70KG,4F,2019
"João Mendes ""Bisnaga""",Esdras Bezerra,W,Points,Fresno Open,70KG,F,2019
"João Mendes ""Bisnaga""",Joshua Prestley,W,Choke from back,Las Vegas Open,70KG,R1,2019
"João Mendes ""Bisnaga""",Eric Phan,W,Pts: 4x2,Las Vegas Open,70KG,4F,2019
"João Mendes ""Bisnaga""",Edward Kang,W,Referee Decision,F2W 126,70KG,SPF,2019
"João Mendes ""Bisnaga""",Gabriel Revoredo,W,Points,SJJIF Worlds,76KG,4F,2019
"João Mendes ""Bisnaga""",Kauan Barboza,W,Points,SJJIF Worlds,76KG,SF,2019
"João Mendes ""Bisnaga""",Cole Franson,W,Referee Decision,F2W 133,70KG,SPF,2019
"João Mendes ""Bisnaga""",Danilo Moreira,W,Pts: 3x0,Grand Slam MIA,69KG,R1,2020
"João Mendes ""Bisnaga""",Raphael Cadena,W,Pts: 4x0,Grand Slam MIA,69KG,RPC,2020
"João Mendes ""Bisnaga""",Giovanni Carvalho,W,Pts: 2x1,Grand Slam MIA,69KG,3RD,2020
"João Mendes ""Bisnaga""",Thiago Abud,W,Pts: 6x4,Pan American,70KG,8F,2020
"João Mendes ""Bisnaga""",Everton Freitas,W,Pts: 9x3,Grand Slam RJ,69KG,R1,2020
"João Mendes ""Bisnaga""",Mauricio Gomez,W,Pts: 14x0,NoGi Pan Am.,73KG,R1,2021
"João Mendes ""Bisnaga""",Francisco Cuneo,W,Pts: 0x0,NoGi Pan Am.,73KG,8F,2021
"João Mendes ""Bisnaga""",Diogo Reis,W,Pts: 2x0,EUG 2,65KG,SPF,2021
"João Mendes ""Bisnaga""",Danilo Moreira,W,Referee Decision,American Nats,70KG,4F,2021
"João Mendes ""Bisnaga""",Daniel Maira,W,Pts: 4x0,American Nats,70KG,SF,2021
"João Mendes ""Bisnaga""",Felipe Makoto,W,Pts: 6x6,Nashville Open,70KG,4F,2021
"João Mendes ""Bisnaga""",Edmaicon Silva,W,Triangle,Nashville Open,70KG,SF,2021
"João Mendes ""Bisnaga""",Matheus Honda,W,Pts: 6x0,Nashville Open,70KG,F,2021
"João Mendes ""Bisnaga""",Carlos Castro,W,Pts: 0x0,Austin WO,76KG,4F,2022
"João Mendes ""Bisnaga""",Arthur Detanico,W,Pts: 8x4,Austin WO,76KG,SF,2022
"João Mendes ""Bisnaga""",Brian Mahecha,W,Pts: 8x4,Pan American,70KG,R1,2022
"João Mendes ""Bisnaga""",Michael Alvarez,W,Armbar,SD Open,70KG,4F,2022
"João Mendes ""Bisnaga""",Nathanael Martinez,W,Pts: 20x0,SD Open,70KG,SF,2022
"João Mendes ""Bisnaga""",Pedro Serrano,W,Points,SD Open,70KG,F,2022
"João Mendes ""Bisnaga""",Victor Mota,W,Pts: 5x0,Denver Open,70KG,4F,2022
"João Mendes ""Bisnaga""",Thiago Cintra,W,Botinha,Denver Open,70KG,SF,2022
"João Mendes ""Bisnaga""",Ariel Tabak,W,Pts: 4x0,Denver Open,70KG,F,2022
"João Mendes ""Bisnaga""",Manny Moreno,W,Points,Art Suave Elite,77KG,SPF,2022
"João Mendes ""Bisnaga""",Jose Mazariegos,W,Choke from back,Memphis Open,76KG,4F,2023
"João Mendes ""Bisnaga""",Gabriel Sousa,W,Pts: 7x2,Memphis Open,76KG,F,2023
"João Mendes ""Bisnaga""",Pablo Lavaselli,W,Pts: 2x0,Dallas Open,76KG,SF,2023
"João Mendes ""Bisnaga""",Danilo Moreira,W,Pts: 4x0,Dallas Open,76KG,F,2023
"João Mendes ""Bisnaga""",David Mosleh,W,Wristlock,Pan American,70KG,R1,2023
João Miyao,Rafael Mendes,L,Pts: 2x0,ADCC,66KG,SF,2013
João Miyao,Justin Rader,L,Points,ADCC,66KG,3PLC,2013
João Miyao,Bruno Malfacine,L,Referee Decision,World Champ.,57KG,F,2014
João Miyao,Gilson Nunes,L,Pts: 0x0,World Pro,65KG,4F,2015
João Miyao,Bruno Malfacine,L,Adv,World Champ.,57KG,F,2015
João Miyao,Mikey Musumeci,L,Pts: 4x4,American Nat.,64KG,F,2015
João Miyao,Garry Tonon,L,Referee Decision,FIVE SL,72KG,SPF,2015
João Miyao,Joe Soto,L,EBI/OT,EBI 4,65KG,SF,2015
João Miyao,Osvaldo Moizinho,L,Points,GT Open,ABS,SPF,2015
João Miyao,Osvaldo Moizinho,L,Pts: 6x4,GT Open,76KG,F,2015
João Miyao,Osvaldo Moizinho,D,---,Berkut 2,ABS,SPF,2015
João Miyao,Caio Terra,L,Pts: 8x6,World Champ.,57KG,SF,2016
João Miyao,Mikey Musumeci,L,Pts: 2x2,American Nats,64KG,F,2016
João Miyao,Mikey Musumeci,L,Pts: 2x0,Grand Slam LA,62KG,F,2016
João Miyao,Mikey Musumeci,L,Pts: 10x8,NoGi Worlds,62KG,F,2016
João Miyao,Gabriel Moraes,L,Pts: 5x4,European Open,64KG,SF,2017
João Miyao,Johnny Tama,L,Pts: 3x2,UAEJJF NY Pro,U77KG,4F,2017
João Miyao,Mikey Musumeci,L,Pts: 0x0,World Champ.,64KG,F,2017
João Miyao,Augusto Mendes,L,Points,ACB JJ 9,60KG,SF,2017
João Miyao,Ary Farias,L,Pts: 2x0,World Champ.,64KG,SF,2018
João Miyao,Gabriel Sousa,L,Pts: 4x4,Grand Slam LDN,62KG,SF,2019
João Miyao,Gabriel Sousa,L,Pts: 2x2,World Pro,62KG,F,2019
João Miyao,Alex Sodre,L,Pts: 10x4,Brasileiro,64KG,SF,2019
João Miyao,Geo Martinez,L,EBI/OT,Subversiv 2,65KG,SPF,2019
João Miyao,Lucas Pinheiro,L,Referee Decision,F2W 128,65KG,SPF,2019
João Miyao,Eduardo Telles,W,Adv,World Expo,ABS,SPF,2013
João Miyao,Naudimar Amaral,W,Choke from back,Brasileiro CBJJE,NA,NA,2013
João Miyao,Mark Ramos,W,Calf slicer,ADCC,66KG,R1,2013
João Miyao,Ricardo Vieira,W,Heel hook,ADCC,66KG,4F,2013
João Miyao,Hideyuki Yamada,W,Choke from back,European,64KG,SF,2014
João Miyao,F. Spessoto,W,Choke from back,Pan American,64KG,4F,2014
João Miyao,Rafael Barata,W,Choke from back,Pan American,64KG,SF,2014
João Miyao,Unknown,W,Choke from back,Brasileiro,64KG,4F,2014
João Miyao,Giusley Santos,W,Pts: 4x0,Brasileiro,64KG,SF,2014
João Miyao,John Cho,W,Pts: 9x0,World Pro.,64KG,4F,2014
João Miyao,Tiago Bravo,W,Referee Decision,World Pro.,64KG,F,2014
João Miyao,Koji Shibamoto,W,Pts: 25x4,World Champ.,57KG,4F,2014
João Miyao,Ivaniel Oliveira,W,Pts: 2x0,World Champ.,57KG,SF,2014
João Miyao,Ivanildo Lima,W,Choke from back,Rio Open,64KG,F,2014
João Miyao,Leandro Silva,W,Choke from back,SP Open,64KG,SF,2014
João Miyao,Thomas Lisboa,W,Choke from back,SP Open,64KG,F,2014
João Miyao,Thomas Lisboa,W,Points,SP Open NoGi,63KG,F,2014
João Miyao,Alexandre Oliveira,W,Choke from back,Mundial CBJJE,64KG,SF,2014
João Miyao,Johnatha Guido,W,Choke from back,Mundial CBJJE,64KG,F,2014
João Miyao,Jorge Elias,W,Triangle armbar,No Gi Pan Am.,64KG,SF,2014
João Miyao,Mark Ramos,W,Armbar,No Gi Pan Am.,64KG,F,2014
João Miyao,Jorge Elias,W,Points,NoGi Worlds,61KG,4F,2014
João Miyao,Fabbio Passos,W,Armbar,NoGi Worlds,61KG,SF,2014
João Miyao,Thomas Lisboa,W,Pts: 10x4,NoGi Worlds,61KG,F,2014
João Miyao,Mark Ramos,W,Choke from back,NYC Pro,70KG,4F,2014
João Miyao,Paulo Santana,W,Bow and arrow,NYC Pro,70KG,SF,2014
João Miyao,Gianni Grippo,W,Pts: 6x4,NYC Pro,70KG,F,2014
João Miyao,Gianni Grippo,W,Pen,Copa Podio,70KG,SPF,2014
João Miyao,Walter Telles,W,Arm in Ezekiel,South American,64KG,4F,2014
João Miyao,Leandro Martins,W,N/A,South American,64KG,SF,2014
João Miyao,Unknown,W,RNC,ADCC Trials,77KG,4F,2014
João Miyao,Bruno Aparecido,W,Points,ADCC Trials,77KG,F,2014
João Miyao,Lucas Dantas,W,Pts: 8x4,European,64KG,4F,2015
João Miyao,S. Franceschini,W,Bow and arrow,European,64KG,SF,2015
João Miyao,Paulo Filho,W,Choke from back,Pan American,64KG,4F,2015
João Miyao,Rafael Freitas,W,Choke,Pan American,64KG,SF,2015
João Miyao,David Domzalski,W,Submission,Chicago Spring,64KG,SF,2015
João Miyao,Wellington Dias,W,Choke from back,Chicago Spring,64KG,F,2015
João Miyao,Paulo Silva,W,Points,NY Spring Open,64KG,F,2015
João Miyao,Pedro Azevedo,W,Choke from back,Brasileiro,64KG,SF,2015
João Miyao,Thomas Lisboa,W,Choke from back,Brasileiro,64KG,F,2015
João Miyao,Andre Pontes,W,Triangle,Las Vegas Open,64KG,F,2015
João Miyao,Koji Shibamoto,W,Pts: 6x2,World Champ.,57KG,4F,2015
João Miyao,Ivaniel Oliveira,W,Choke from back,World Champ.,57KG,SF,2015
João Miyao,Ramon Flores,W,N/A,BJJ Tour,64KG,F,2015
João Miyao,Ruben Alvarez,W,Omoplata,Grapplers Quest,65KG,4F,2015
João Miyao,Mike Main,W,Heel hook,Grapplers Quest,65KG,SF,2015
João Miyao,Luis Pinto,W,Choke f. omoplata,US No Gi Nat.,64KG,F,2015
João Miyao,Luis Pinto,W,Points,American Nat.,64KG,SF,2015
João Miyao,David Herndon,W,Choke from back,NY Summer Open,64KG,F,2015
João Miyao,Luis Pantoja,W,Triangle,NY No Gi Open,64KG,F,2015
João Miyao,Jose Alvarez,W,Points,Austin Open,70KG,SF,2015
João Miyao,Gabriel Martins,W,Choke from back,Austin Open,70KG,F,2015
João Miyao,Luis Ninja Pinto,W,Choke from back,LV Summer Open,64KG,F,2015
João Miyao,Julian Marquez,W,Points,LV Summer Open,ABS,4F,2015
João Miyao,Kim Terra,W,Referee Decision,LV Summer Open,ABS,SF,2015
João Miyao,Carlos Farias,W,Pts: 0x0,LV Summer Open,ABS,F,2015
João Miyao,Mike Main,W,RNC,EBI 4,65KG,R1,2015
João Miyao,Geoff Real,W,RNC,EBI 4,65KG,4F,2015
João Miyao,Gabriel Moraes,W,Points,Santa Cruz Pro,70KG,F,2015
João Miyao,Geo Martinez,W,Pts: 4x2,GT Open,ABS,SPF,2015
João Miyao,Julio Cordova,W,Points,GT Open,76KG,SF,2015
João Miyao,Joseph Best,W,RNC,NoGi Pan Ams,64KG,SF,2015
João Miyao,Mark Ramos,W,RNC,NoGi Pan Ams,64KG,F,2015
João Miyao,Rafael Freitas,W,Pts: 2x0,Grand Slam LA,62KG,SF,2015
João Miyao,Joao Somalia,W,Choke from back,Grand Slam LA,62KG,F,2015
João Miyao,Mark Ramos,W,Toe hold,NoGi Worlds,61KG,4F,2015
João Miyao,Thomas Lisboa,W,Pts: 6x4,NoGi Worlds,61KG,SF,2015
João Miyao,Samir Chantre,W,Pts: 6x4,NoGi Worlds,61KG,F,2015
João Miyao,Rodnei Barbosa,W,Pts: 0x0,Grand Slam RJ,62KG,R1,2015
João Miyao,Pedro Azevedo,W,Pts: 14x0,Grand Slam RJ,62KG,8F,2015
João Miyao,Rodnei Junior,W,Choke from back,Grand Slam RJ,62KG,4F,2015
João Miyao,Jorge Nakamura,W,Pts: 4x0,Grand Slam RJ,62KG,SF,2015
João Miyao,Tsuyoshi Tamaki,W,Choke from back,European Open,64KG,4F,2016
João Miyao,Gabriel Willcox,W,Choke from back,European Open,64KG,SF,2016
João Miyao,Tsuyoshi Tamaki,W,Choke from back,Pan American,64KG,4F,2016
João Miyao,Vitor Paschoal,W,Choke from back,Pan American,64KG,SF,2016
João Miyao,Gabriel Moraes,W,Pts: 2x0,Pan American,64KG,F,2016
João Miyao,Yukinori Sasa,D,---,Polaris 3,70KG,SPF,2016
João Miyao,Thomas Costa,W,Choke from back,NY Spring Open,64KG,SF,2016
João Miyao,Tadashi Takashima,W,Choke from back,NY Spring Open,64KG,F,2016
João Miyao,Rodnei Barbosa,W,Pts: 4x2,World Pro,62KG,4F,2016
João Miyao,Wellington Lima,W,Choke,World Pro,62KG,SF,2016
João Miyao,Jeffrey Cummings,W,N/A,Atlanta BJJ Pro,70KG,4F,2016
João Miyao,Nicollas Welker,W,N/A,Atlanta BJJ Pro,70KG,SF,2016
João Miyao,Bruno Frazatto,W,Points,Atlanta BJJ Pro,70KG,F,2016
João Miyao,Tomoyuki Hashimoto,W,Pts: 6x4,World Champ.,57KG,R1,2016
João Miyao,Lucas Pinheiro,W,Pts: 2x2,World Champ.,57KG,4F,2016
João Miyao,Bruno Braz,W,Armbar,NY Summer Open,64KG,F,2016
João Miyao,Alexis Alduncin,W,Pts: 13x0,Austin Open,70KG,SF,2016
João Miyao,Wellington Lima,W,Choke from back,Austin Open,70KG,F,2016
João Miyao,Alexis Alduncin,W,Pts: 6x2,Austin NG Open,67KG,SF,2016
João Miyao,Wellington Lima,W,Choke from back,Austin NG Open,67KG,F,2016
João Miyao,Mayko Borges,W,Pts: 8x2,Ch. Summer Open,64KG,SF,2016
João Miyao,Anthony Ferro,W,Brabo choke,Ch. Summer Open,64KG,F,2016
João Miyao,Ben Pitchford,W,Pts: 21x0,Chicago NoGi SO,67KG,SF,2016
João Miyao,Bruce Guevara,W,Pts: 9x0,Chicago NoGi SO,67KG,F,2016
João Miyao,Joseph Conery,W,Kneebar,Boston SIO,64KG,F,2016
João Miyao,Alexis Alduncin,W,Pts: 5x0,Grand Slam LA,62KG,SF,2016
João Miyao,Arthur Molina,W,Pts: 12x4,G. Slam NG LA,67KG,SF,2016
João Miyao,Alexis Barragan,W,Pts: 36x0,NoGi Worlds,62KG,4F,2016
João Miyao,Rene Lopez,W,DQ,NoGi Worlds,62KG,SF,2016
João Miyao,Gilson Nunes,W,Pts: 4x2,NY BJJ Pro,70KG,SF,2016
João Miyao,Gianni Grippo,W,Pts: 2x0,NY BJJ Pro,70KG,F,2016
João Miyao,Rene Lopez,W,Choke from back,European Open,64KG,4F,2017
